skills,education,ID,Category
"Notes, iSeries IFS","ISP, Microsoft, Network Technology
 
, Project Management, Field Services Technician II
 
, LAN, Front, SMS, Utilities, 11/2011
 
Company Name, Lotus, Micron Certification, Commodity, WSUS, Putty, Kana IQ Resource, 07/2013
 
Company Name, Client Access, Vista, Dell Optiplex, Develop, Navigator, TCP/IP, 01/2010
 
Company Name, Active Directory Working, Vatterott College
 
, State
 
Computer Systems, Networking, NetSoft, Norton, Security Services - Identity Management
Solutions, Inventory, IBM, WebSense, iSeries IFS, SLA, Wal-mart Stores, Sophos Virus Protection Utilities, Micron, Sophos, Network Technology, 03/1998
 
Company Name",31395742,CONSULTANT
CRM,"Public Relations, Oversee, Pipeline, Ms Office, API, Sold Search Engine Marketing and Optimization, Dynamics, Dynamics Crm, Time Management, Highlights
Detail, Microsoft Dynamics CRM, Operations, 01/2011
Company Name, Adobe, Company Name, Microsoft Dynamics, Team Player, Business Operations, Financial Services, Search Engine, the State of Connecticut, State
 
Senior Business Consultation Acquisitions
New Business Acquisition, TX, Receptionist, State
 
Account Executive, Microsoft Office, Search Engine Marketing, Account, Account Executive, Customer Relationship Management, Microsoft Dynamics Crm, Networking, Clients, Crm,, Customer Service, HP, Account Management, Client Relations, GPA, State
 
Owner / Publisher
, State
 
Independent, State, Account Development, Advertising, Advertising Sales",32433431,CONSULTANT
"Global Economic Outlook, Thought Leadership and Content Development","eSpeed, Deloitte's Center for Cross-Border Investment, 09/2006
 
Company Name
 
City
 
, Deloitte Consulting's, 12/2002
 
Company Name
 
City
 
, Global Industry, 01/2016
 
Company Name
 
City
 
, CREF Institute, The Wall Street Journal, 10/2015
 
Company Name
 
City
 
, 05/2013
 
Company Name
 
City
 
, Huffington Post, European Union, Established Chief Executive Magazine's, Investment News, Magazine, Deloitte, Deloitte
Strategy & Operations, the Office of the CEO, Deloitte LLP, Speakers' Bureau, B2B Professional Services Award, Forbes, Global, TradeWeb, Technical Skills, Deloitte Business Confidence, Wall Street & Technology, Current
 
Company Name
 
City
 
, the Chase Cards, Deloitte Consulting, BusinessWeek, 11/2009
 
Company Name
 
City
 
, CNNMoney, Deloitte Tax and Audit, Ghostwriting, Social Strategy, The International New York Times, CNBC, PRWeek, Reuters, Media Relations, The Financial Times, Fast Company, Columbia University - School of International & Public Affairs, Deloitte Human Capital, American Banker, Fox Business News, SABRE, Treasury, TIAA, the Financial Times, Q&A, Banyan Branch, the European Union
Bachelor of Science
 
: 
Communications, Deloitte Growth Enterprise Services, University of Massachusetts
 
City
 
, State, 07/2012
 
Company Name
 
City
 
, CFO.com",32637306,CONSULTANT
"Enjoyed, Current
Consultant
 
Company Name
 
","Pharmacy
 
University of the Incarnate Word
 
, Charge
 
Company Name, Microsoft Office, Texas A&M University, State Board, Idaho State Boards of Pharmacy, State, State
 
Gained",33919379,CONSULTANT
Fortune 1000,"Statistics, Pacific Life Insurance Company, State
 
Account Executive, Finance, Business Development, the Business Development, Industrial Organization, International Trade Theory, Company Name, Italian Language & Literature, the Wharton School of Business California Life Agent License
Languages
Fluent, State, UNIVERSITY OF CALIFORNIA, Skills
Accounting, the University of
Vermont, Project Managers",34875813,CONSULTANT
,"Microsoft Office Suite, LLC, Operations, Coordinated, Consulting, Business and Civil Engineering
 
University of Tennessee
 
, Construction Consultant
 
Company Name, State
Wrote, City
 
Business and Civil Engineering, JSA",37818861,CONSULTANT
"Supervisors, Excel","General Telephone 
Long
Beach, Microsoft Office, Demurage, Microsoft Office 
Read Schematics, Skills
Excel, McDonald Aircraft Co., Drinker, Personal Information
Non Smoker, Crew
Company Name
 
City
 
, State",38165833,CONSULTANT
"Current
Consultant
 
Company Name
 
","Customer, State
 
Health Sciences, Aflac, Coordinated",38399177,CONSULTANT
"Managing SOA, Support, Responsible for Enforcement of application &, Databases and Applications, Radware","WAN, DNS, Networking, Operating Systems, Asst Manager
 
Company Name
, Managing Blue, Jaiprakash Associates Limited, Control Leading, Conducting Internal, LAN, Vulnerability Assessment, Certified Ethical Hacker, Information &, CEH, Firewall
Engineering/Intrusion Detection (IDS)/Intrusion Prevention, Cisco Certified Network Associates, SCS, Seveb Eleven Scholastic Mira Road Dist, ISO, Operating Systems, DHCP & DNS
EDP/Facilities Management Interact, Monitoring of Directory, Barracuda Spam Firewall Deployment & Implementation of SSL VPN, DHCP, Clusters, File Systems, Cisco Certified, Network Associates, Content Filtering, Infrastructure Management, Microsoft Certified IT Professional (MCITP, Content Additional Information, B.E
 
Jawaharlal Institute of Technology, IDS, Deployment & Implementation, Deployment & Implementation of Symantec Endpoint Management suite Deployment &
Implementation, Facilities Management, Network, Operations Address, Juniper firewall Deployment & Implementation, Information Security, Windows, Enterprise,, Microsoft Certified, Mail, NtFRS, Active Directory Administration, Symantec Certified Specialist, GAP Analysis",38457612,CONSULTANT
"Point Of Sale, Filemaker Server","Apple Certified Technical Coordinator
, Sales / Purchasing
 
, NFS, DNS, Apple Workstations, AFP, Apple Remote Desktop, Business Center, Organic, Filemaker, iPhone, Digital Asset Management, PHP, State
Candidate for Degree, Audio/Video, VOIP/Telecom Installation and Support
Remote, Mobile Device Management, DHCP, iPad, Sales / Webmaster
 
, SMB, Final Cut Pro, Maya, SAN, Macintosh, KVM, VOIP, Alvarion, Audio, Apple, Career Overview
Macintosh Expert, Certified Alvarion System Specialist
Technical, FTP, TCP, Windows, HTML",38896303,CONSULTANT
"PowerPoint, Excel","Finance
 
University of North Texas
 
, Finance
 
University of Illinois
 
, Business Administration, the Philadelphia Chapter., AIR FORCE, Board, Air Command, Board of Governors, Finance Department, the Philadelphia Chapter, MS Outlook, Navision, SOX, Internal Audit Department, Board of Directors, Rotary International, Best Practices, Big Brothers / Big Sisters, Internal Audit
 
January 2008, Certified Internal Auditor, MS Excel, Internal Audit
 
, TX, Internal Auditor, Internal Audit, CFE, Institute of Internal Auditors, Microsoft Office, Professional Affiliations, Dell, English-Speaking Union, Certified Fraud Examiner, CIA, Managed Internal Audit Department, HP, SAP, Microsoft Office Suite, IBM, Company&risquÃ, Internal Audit, GPA, Honors
 
Finance Graduated, Internal Audit Departments, Internal Audit
 
January 2006, United Subcontractors, Focus, HP, State",39308779,CONSULTANT
"AD, Windows","Active Directory, WAN, JavaScript, Modeling Theory, Perl, Database Design, 01/2013
 
Company Name, Microsoft Visual Basic, Network Security, Payroll, Office 365, Citrix Provisioning Services, Visual Studio, UCS, HP, Certified Novell Engineer, CISCO, ERP, Business Startup, PBX, NetWare, NeighborWorks
America, Server Management, Windows Terminal Server, LAN, UCS/, PHP, Upgrades
Network Architect & Administration, EMC, Microsoft Visual Basic, VB, Washington Home Mortgage, Communications Specialist
 
Company Name
, PowerShell, Current Homeland Security, NAT, VOIP, HTML, Marginot, Microsoft, vCenter, Terminal Server, MCP, Ledger and Payroll Management, VMware, NeighborWorks America, Associations, Cisco Certified, Router, Georgia Institute of Technology
 
City
 
, SAN, Microsoft Certified Professional, GPA, Oracle E-Business Suite, State, Strayer University
 
City
 
, Intuit, Novell, Systems Analysis and Development, Project Management, DNS, Platform Development Software, Cyber Security Technology, Unified Communications, Consulting, Current
 
Company Name, IP, CSS, TCP, Microsoft Dynamics, Exchange, Office, MS-SQL, Managed Services, T-1, Information Technology
 
Project Management Institute
 
Information Technology, Verizon Digital Voice, Dunn & Crutcher, NDS, Custom Front-End Systems, System Projects",39441617,CONSULTANT
"Scrum, Servers, Implemented Web Applications like Caching Services, Implemented Client Side, IIS6, Excel, ASP.NET Web Forms, State Management","JavaScript, Web Services, HealthCare, Transportation, SQL Queries, India
 
Computer
Science and Engineering
Accomplishments
Experience, SQL Command Object, API, Implemented Data, Microsoft Team Foundation Server, RTC, Order Entry, Constraints, Global Events, SQL, Root cause Analysis &, IBM Rational Team Concert, CSX Transportation, Application Support Team, Software Development Life Cycle, Custom Controls, ADO, Team Foundation Server, Production Participates, ERP, Business Objects, Cardiology, Client, Version
Control, Finance, ADO.NET, N-Tier, IDE, Life Sciences, Software Engineer, Test Driven Development, MS SQL Server, SQL Server 2005, WCF Services for Business Logic, PDF, System, Fiddler, Flesch-Kincaid Algorithm, Data Reader, SOAP, Postman Interceptor, Fiddler, Data Adapter, VSS, Database Systems, Dom, Created, User Controls, Remote Desktop, JQuery, HTML, Server, Configuration Management, Landauer Inc., OSL, OOAD, Scrum Master, Export and Import Datasets, SSRS, Crystal Reports and Business, LINQ, Source Code Management, Object Oriented Analysis & Design, AJAX, Software Application Development, Application Support, Security Services, SSIS, Computer Sciences, 2014
 
University of Illinois
 
, Operating Systems, Crystal Reports, Jawaharlal Nehru Technological University, Vista, XAML, Windows Services, Entity Framework Database First Technology, SQL Connection Object, User Guide, University of IL, TFS, UI, USA
 
Computer Science
Bachelor of Science
 
: 
Computer Science and Engineering
 
, DLL, Restful, Views, Validation Controls, Post Production Release Validation, ODBC, SQL Server, Access, MS Access, CSX, Presentation, Business and Data, Pain Management and Sleep Management, JQuery
Version Control Tools Team Foundation Server, Validation, Sprint, Oracle, Healthcare, MVC 4.0, Bootstrap, Cardiology, Lab Management, Excel & MS Access, Pain Management, CSS, DHTML, XML, Transportation
Third Party, Life Sciences and, MVC, Customer Service, Dataset, Works, Monitors,, Inheritance, Polymorphism & Abstraction, IBM, ASP.NET",43311839,CONSULTANT
"Eclipse, Excel, Windows 7","JSP, JavaScript, Microsoft SQL Server, Business Administration, CNC, Networks, Ftp, Network
Administration, Oracle, Peripherals, Tcp/Ip, Servlet, Microsoft Visio Professional, Microsoft Visual Basic, Microsoft Access, Database Administrator, State
 
Setup, Education, PowerPoint, Uml, Vpn, Computer Science/ Information Technology, Access, CNC Programmer
 
Jun, Computer Science Software/, State
 
Computer Science/ Information
Technology
Bachelor of Science
 
, EJB, SQL Server, State
 
Computer Science
Software/Programming
Master's, Microsoft Windows XP, State, State
 
Business Administration
Bachelor of Science
 
",43378989,CONSULTANT
"USS Dace SSN607, Customer Service, Roles","Assisted Navy, Board Review, Skills
Multiple Facility Management, ASC Operations, Board, Management
Company, the Business Office
Created Metrics and Goals, Materials manager/ Business Office, Ophthalmology, Optometry and Optical clinics, Navy, Profit & Loss, 08/2006
 
Company Name, CT, IPA, 11/2012
 
Company Name, CASA, Awarded National Association of Professional Women's VIP Woman, JCAHO, Vendor, Current
 
Company Name, the ASC Environment, NAPW, HealthSouth, Board of Managers, the Surgery Center, a Limited Liability Corporation, ASC, Information Technology Support, 03/2008
 
Company Name, GPA, QAPI Program Support
Accreditation Preparation
Payer Contracting Negotiations
Core Accomplishments
Created, Surgical Services / ASC Administrator, P&L, Imaging Center Administrator
 
, Management Company, Independent Physician Associations",48533663,CONSULTANT
,"Time, Group, Biola University, Microsoft Excel, Operations Coordinator, Articulate, Innovative
Cross-Cultural Mediation, Project Management:
 , Current
 
Company Name
 
City
 
, Data Organization
 Â 
, GTM, 05/2012
 
Company Name
 
City
 
, Schedule, 09/2014
 
Company Name
 
City
 
, International Development
Coursework in Business Management
Affiliations
Gates Millennium Scholarship Alumni Network
Biola Provost Advisory Committee",49777184,CONSULTANT
"MBA, Taleo, OpsJob, HP-UX","CernerWorks Project Implementation Backend, OpsJobs, 06/2012
 
Company Name
 
City
 
, HealthCare, PeopleSoft, Manage Provider, Front, State
 
Business Administration/Management
Associates of Applied Science
 
: 
Computer Networking, Create, Project Managers, HIM, Park University, State
 
Computer Networking, 08/2015
 
Company Name
 
City
 
, Current
 
Company Name
 
City
 
, Microsoft Access, RRD, SQL, Business Administration/Management
 
2015, AIX, State
 
Information Systems
Bachelors of, Direct and Transition of Care, CCL, VMS, Engineers, Events Planning, ITT-Technical Institute
 
City
 
, Data Archive, Chart, Transition of Care, SSH, Websphere, the Consulting Organization, FTP, Microsoft Access, Works, 02/2013
 
Company Name
 
City
 
, Regulatory Consulting, HNAuser",51432451,CONSULTANT
